subject,sex,age,bigram_freq,concreteness,Initial,diversity,letters,item,correct,response_time,trans_prob,word_freq
28,1,30,12,3.21,darn,1,5,sight,1,512,0.153846154,6712
13,1,29,12,3.21,darn,1,5,sight,1,513,0.153846154,6712
10,1,21,10,2.29,people,679,7,achieve,1,513,8.05E-05,6768
5,1,29,10,2.7,less,479,6,afraid,1,514,0.000280332,5967
1,1,30,13,3.89,coiled,1,6,spring,1,514,0.067010309,5983
22,1,29,10,4.4,large,468,5,adult,1,514,0.000296112,5078
1,1,30,17,4.64,larval,3,5,stage,1,516,0.116438356,16565
23,1,42,10,3.07,time,569,6,across,1,516,6.45E-05,25203
14,0,22,17,4.64,larval,3,5,stage,1,516,0.116438356,16565
7,0,38,10,2.7,less,479,6,afraid,1,517,0.000280332,5967
17,1,33,10,2.86,hostile,19,6,action,1,519,0.006067961,22099
20,1,23,12,3.21,darn,1,5,sight,1,521,0.153846154,6712
8,1,30,17,4.64,larval,3,5,stage,1,522,0.116438356,16565
12,0,24,14,3.93,chow,1,4,test,1,522,0.208955224,13701
23,1,42,10,2.38,really,505,4,able,1,523,0.000207943,30410
10,1,21,10,2.74,quickly,129,5,added,1,524,0.000807494,15375
21,1,18,14,4.8,canned,3,4,food,1,525,0.065116279,18992
10,1,21,11,2.39,puck,1,4,fair,1,525,0.183333333,9210
8,1,30,14,3.93,chow,1,4,test,1,528,0.208955224,13701
12,0,24,14,4.8,canned,3,4,food,1,528,0.065116279,18992
10,1,21,17,4.64,larval,3,5,stage,1,528,0.116438356,16565
24,1,48,13,4.8,pelvic,4,5,floor,1,529,0.068421053,11556
20,1,23,10,3.07,time,569,6,across,1,529,6.45E-05,25203
7,0,38,10,2.67,rustic,1,5,style,1,530,0.041152263,10725
23,1,42,11,2.57,give,248,7,advance,1,530,0.000243811,5040
14,0,22,10,2.74,quickly,129,5,added,1,530,0.000807494,15375
8,1,30,10,3.03,always,567,6,accept,1,531,0.000216319,9807
12,0,24,10,2.86,hostile,19,6,action,1,531,0.006067961,22099
12,0,24,17,4.64,larval,3,5,stage,1,531,0.116438356,16565
27,1,46,10,2.38,really,505,4,able,1,532,0.000207943,30410
17,1,33,13,4.8,pelvic,4,5,floor,1,532,0.068421053,11556
27,1,46,10,3.32,many,975,6,active,1,533,0.000111532,7290
3,1,60,10,3.33,case,237,5,above,1,535,0.000231032,25748
9,1,46,10,3.33,case,237,5,above,1,535,0.000231032,25748
18,1,25,12,4,hoax,2,4,call,1,536,0.075471698,19484
10,1,21,10,3.33,case,237,5,above,1,536,0.000231032,25748
11,1,20,10,3.89,secret,69,7,address,1,537,0.001734605,7036
14,0,22,10,4.87,craggy,1,4,face,1,538,0.082644628,34978
28,1,30,10,2.67,rustic,1,5,style,1,539,0.041152263,10725
23,1,42,10,2.71,local,568,6,access,1,539,0.000215689,10940
23,1,42,10,2.29,people,679,7,achieve,1,540,8.05E-05,6768
11,1,20,14,3.93,chow,1,4,test,1,540,0.208955224,13701
12,0,24,12,4,hoax,2,4,call,1,542,0.075471698,19484
14,0,22,10,3.07,time,569,6,across,1,543,6.45E-05,25203
18,1,25,10,2.38,really,505,4,able,1,544,0.000207943,30410
5,1,29,14,4.8,canned,3,4,food,1,546,0.065116279,18992
17,1,33,14,3.93,chow,1,4,test,1,546,0.208955224,13701
11,1,20,10,3.18,slush,1,4,fund,1,546,0.12195122,6407
5,1,29,13,3.89,coiled,1,6,spring,1,547,0.067010309,5983
28,1,30,17,4.64,larval,3,5,stage,1,547,0.116438356,16565
23,1,42,10,2.7,less,479,6,afraid,1,547,0.000280332,5967
18,1,25,14,3.93,chow,1,4,test,1,547,0.208955224,13701
12,0,24,10,2.67,rustic,1,5,style,1,547,0.041152263,10725
11,1,20,10,2.35,markup,1,8,language,1,547,0.454545455,18778
23,1,42,10,2.35,markup,1,8,language,1,548,0.454545455,18778
7,0,38,10,3.03,always,567,6,accept,1,549,0.000216319,9807
24,1,48,10,4.4,large,468,5,adult,1,550,0.000296112,5078
14,0,22,11,2.39,puck,1,4,fair,1,550,0.183333333,9210
22,1,29,11,2.57,give,248,7,advance,1,551,0.000243811,5040
25,1,47,14,4.8,canned,3,4,food,1,552,0.065116279,18992
12,0,24,11,2.39,puck,1,4,fair,1,552,0.183333333,9210
27,1,46,11,2.57,give,248,7,advance,1,554,0.000243811,5040
20,1,23,10,3.03,always,567,6,accept,1,554,0.000216319,9807
12,0,24,13,4.8,pelvic,4,5,floor,1,554,0.068421053,11556
14,0,22,14,4.8,canned,3,4,food,1,555,0.065116279,18992
18,1,25,10,3.08,interest,149,7,account,1,556,0.000362174,15891
17,1,33,12,3.21,darn,1,5,sight,1,556,0.153846154,6712
14,0,22,10,2.38,really,505,4,able,1,556,0.000207943,30410
24,1,48,10,3.32,many,975,6,active,1,557,0.000111532,7290
18,1,25,11,2.57,give,248,7,advance,1,557,0.000243811,5040
8,1,30,11,2.39,puck,1,4,fair,1,558,0.183333333,9210
12,0,24,10,3.89,secret,69,7,address,1,558,0.001734605,7036
23,1,42,10,4.4,large,468,5,adult,1,560,0.000296112,5078
21,1,18,13,3.89,coiled,1,6,spring,1,562,0.067010309,5983
14,0,22,10,3.18,slush,1,4,fund,1,563,0.12195122,6407
1,1,30,10,4.4,large,468,5,adult,1,565,0.000296112,5078
20,1,23,12,4,hoax,2,4,call,1,567,0.075471698,19484
18,1,25,10,2.74,quickly,129,5,added,1,567,0.000807494,15375
27,1,46,10,2.29,people,679,7,achieve,1,568,8.05E-05,6768
18,1,25,10,3.89,secret,69,7,address,1,568,0.001734605,7036
10,1,21,10,2.31,enforced,11,7,absence,1,569,0.010090817,5780
28,1,30,10,3.08,interest,149,7,account,1,570,0.000362174,15891
18,1,25,10,2.73,want,139,6,advice,1,570,0.000173771,10437
3,1,60,13,4.8,pelvic,4,5,floor,1,571,0.068421053,11556
9,1,46,13,4.8,pelvic,4,5,floor,1,571,0.068421053,11556
8,1,30,10,2.67,rustic,1,5,style,1,573,0.041152263,10725
18,1,25,13,4.8,pelvic,4,5,floor,1,573,0.068421053,11556
7,0,38,12,3.21,darn,1,5,sight,1,575,0.153846154,6712
27,1,46,10,3.18,slush,1,4,fund,1,575,0.12195122,6407
20,1,23,10,2.38,really,505,4,able,1,575,0.000207943,30410
20,1,23,10,2.35,markup,1,8,language,1,577,0.454545455,18778
18,1,25,10,2.67,rustic,1,5,style,1,577,0.041152263,10725
29,0,29,13,3.89,coiled,1,6,spring,1,578,0.067010309,5983
27,1,46,10,2.31,enforced,11,7,absence,1,578,0.010090817,5780
14,0,22,12,3.21,darn,1,5,sight,1,578,0.153846154,6712
23,1,42,13,4.8,pelvic,4,5,floor,1,580,0.068421053,11556
1,1,30,13,4.41,glide,1,4,path,1,581,0.059090909,6251
24,1,48,11,2.57,give,248,7,advance,1,583,0.000243811,5040
10,1,21,10,2.67,rustic,1,5,style,1,586,0.041152263,10725
24,1,48,10,3.07,time,569,6,across,1,587,6.45E-05,25203
13,1,29,10,2.74,quickly,129,5,added,1,588,0.000807494,15375
2,1,50,17,4.64,larval,3,5,stage,1,590,0.116438356,16565
23,1,42,10,2.31,enforced,11,7,absence,1,590,0.010090817,5780
20,1,23,17,4.64,larval,3,5,stage,1,590,0.116438356,16565
11,1,20,12,3.21,darn,1,5,sight,1,590,0.153846154,6712
5,1,29,12,3.21,darn,1,5,sight,1,591,0.153846154,6712
2,1,50,14,4.8,canned,3,4,food,1,591,0.065116279,18992
21,1,18,10,2.74,quickly,129,5,added,1,591,0.000807494,15375
13,1,29,13,3.89,coiled,1,6,spring,1,591,0.067010309,5983
11,1,20,10,3.32,many,975,6,active,1,591,0.000111532,7290
28,1,30,11,2.39,puck,1,4,fair,1,592,0.183333333,9210
27,1,46,10,2.74,quickly,129,5,added,1,592,0.000807494,15375
12,0,24,10,3.18,slush,1,4,fund,1,592,0.12195122,6407
27,1,46,14,3.93,chow,1,4,test,1,593,0.208955224,13701
10,1,21,10,3.18,slush,1,4,fund,1,593,0.12195122,6407
2,1,50,10,2.67,rustic,1,5,style,1,595,0.041152263,10725
28,1,30,10,3.18,slush,1,4,fund,1,595,0.12195122,6407
11,1,20,10,3.08,interest,149,7,account,1,596,0.000362174,15891
27,1,46,12,3.21,darn,1,5,sight,1,597,0.153846154,6712
21,1,18,10,3.89,secret,69,7,address,1,597,0.001734605,7036
17,1,33,14,4.8,canned,3,4,food,1,597,0.065116279,18992
7,0,38,10,2.31,enforced,11,7,absence,1,598,0.010090817,5780
2,1,50,12,4,hoax,2,4,call,1,598,0.075471698,19484
24,1,48,10,2.73,want,139,6,advice,1,598,0.000173771,10437
23,1,42,10,3.32,many,975,6,active,1,599,0.000111532,7290
18,1,25,14,4.8,canned,3,4,food,1,599,0.065116279,18992
18,1,25,10,3.33,case,237,5,above,1,600,0.000231032,25748
11,1,20,10,3.07,time,569,6,across,1,600,6.45E-05,25203
10,1,21,10,3.08,interest,149,7,account,1,601,0.000362174,15891
12,0,24,10,2.29,people,679,7,achieve,1,602,8.05E-05,6768
22,1,29,10,2.38,really,505,4,able,1,605,0.000207943,30410
12,0,24,10,4.4,large,468,5,adult,1,607,0.000296112,5078
20,1,23,11,2.39,puck,1,4,fair,1,608,0.183333333,9210
5,1,29,10,3.89,secret,69,7,address,1,609,0.001734605,7036
10,1,21,10,3.03,always,567,6,accept,1,609,0.000216319,9807
8,1,30,10,2.38,really,505,4,able,1,610,0.000207943,30410
21,1,18,13,4.8,pelvic,4,5,floor,1,610,0.068421053,11556
19,1,46,10,2.35,markup,1,8,language,1,610,0.454545455,18778
22,1,29,10,2.35,markup,1,8,language,1,613,0.454545455,18778
11,1,20,11,2.57,give,248,7,advance,1,613,0.000243811,5040
10,1,21,10,2.22,before,517,6,actual,1,613,0.000113282,6851
24,1,48,10,3.89,secret,69,7,address,1,614,0.001734605,7036
14,0,22,10,2.67,rustic,1,5,style,1,614,0.041152263,10725
10,1,21,10,2.73,want,139,6,advice,1,614,0.000173771,10437
20,1,23,11,2.57,give,248,7,advance,1,615,0.000243811,5040
20,1,23,10,3.32,many,975,6,active,1,616,0.000111532,7290
28,1,30,10,2.86,hostile,19,6,action,1,619,0.006067961,22099
28,1,30,10,2.29,people,679,7,achieve,1,620,8.05E-05,6768
20,1,23,10,4.4,large,468,5,adult,1,621,0.000296112,5078
27,1,46,13,4.41,glide,1,4,path,1,622,0.059090909,6251
28,1,30,10,2.73,want,139,6,advice,1,624,0.000173771,10437
25,1,47,14,3.93,chow,1,4,test,1,624,0.208955224,13701
3,1,60,10,3.89,secret,69,7,address,1,625,0.001734605,7036
1,1,30,11,2.57,give,248,7,advance,1,625,0.000243811,5040
22,1,29,10,3.03,always,567,6,accept,1,625,0.000216319,9807
9,1,46,10,3.89,secret,69,7,address,1,625,0.001734605,7036
28,1,30,11,2.57,give,248,7,advance,1,626,0.000243811,5040
23,1,42,10,3.08,interest,149,7,account,1,626,0.000362174,15891
25,1,47,10,2.74,quickly,129,5,added,1,627,0.000807494,15375
24,1,48,13,4.41,glide,1,4,path,1,628,0.059090909,6251
16,1,22,14,4.8,canned,3,4,food,1,629,0.065116279,18992
18,1,25,10,2.31,enforced,11,7,absence,1,631,0.010090817,5780
20,1,23,10,2.67,rustic,1,5,style,1,632,0.041152263,10725
18,1,25,10,2.86,hostile,19,6,action,1,632,0.006067961,22099
1,1,30,13,4.8,pelvic,4,5,floor,1,633,0.068421053,11556
28,1,30,13,4.41,glide,1,4,path,1,635,0.059090909,6251
28,1,30,10,2.74,quickly,129,5,added,1,635,0.000807494,15375
28,1,30,10,3.89,secret,69,7,address,1,635,0.001734605,7036
19,1,46,10,2.38,really,505,4,able,1,636,0.000207943,30410
19,1,46,10,3.08,interest,149,7,account,1,636,0.000362174,15891
3,1,60,10,3.07,time,569,6,across,1,638,6.45E-05,25203
9,1,46,10,3.07,time,569,6,across,1,638,6.45E-05,25203
28,1,30,10,2.71,local,568,6,access,1,639,0.000215689,10940
3,1,60,10,4.87,craggy,1,4,face,1,640,0.082644628,34978
21,1,18,11,2.57,give,248,7,advance,1,640,0.000243811,5040
9,1,46,10,4.87,craggy,1,4,face,1,640,0.082644628,34978
28,1,30,13,3.89,coiled,1,6,spring,1,641,0.067010309,5983
12,0,24,10,2.35,markup,1,8,language,1,641,0.454545455,18778
2,1,50,10,4.87,craggy,1,4,face,1,642,0.082644628,34978
11,1,20,10,2.73,want,139,6,advice,1,642,0.000173771,10437
5,1,29,17,4.64,larval,3,5,stage,1,645,0.116438356,16565
6,1,30,13,4.8,pelvic,4,5,floor,1,647,0.068421053,11556
2,1,50,14,3.93,chow,1,4,test,1,647,0.208955224,13701
3,1,60,10,2.74,quickly,129,5,added,1,650,0.000807494,15375
14,0,22,11,2.57,give,248,7,advance,1,650,0.000243811,5040
9,1,46,10,2.74,quickly,129,5,added,1,650,0.000807494,15375
16,1,22,10,4.87,craggy,1,4,face,1,653,0.082644628,34978
21,1,18,17,4.64,larval,3,5,stage,1,654,0.116438356,16565
5,1,29,10,2.73,want,139,6,advice,1,657,0.000173771,10437
3,1,60,10,2.86,hostile,19,6,action,1,657,0.006067961,22099
12,0,24,10,2.74,quickly,129,5,added,1,657,0.000807494,15375
9,1,46,10,2.86,hostile,19,6,action,1,657,0.006067961,22099
22,1,29,10,2.31,enforced,11,7,absence,1,658,0.010090817,5780
22,1,29,13,3.89,coiled,1,6,spring,1,659,0.067010309,5983
11,1,20,10,2.22,before,517,6,actual,1,660,0.000113282,6851
21,1,18,10,2.7,less,479,6,afraid,1,661,0.000280332,5967
8,1,30,10,3.08,interest,149,7,account,1,663,0.000362174,15891
5,1,29,11,2.57,give,248,7,advance,1,665,0.000243811,5040
19,1,46,13,4.8,pelvic,4,5,floor,1,666,0.068421053,11556
11,1,20,13,4.41,glide,1,4,path,1,667,0.059090909,6251
2,1,50,10,3.18,slush,1,4,fund,1,668,0.12195122,6407
11,1,20,10,2.38,really,505,4,able,1,668,0.000207943,30410
8,1,30,10,4.4,large,468,5,adult,1,669,0.000296112,5078
28,1,30,10,4.87,craggy,1,4,face,1,669,0.082644628,34978
22,1,29,13,4.8,pelvic,4,5,floor,1,669,0.068421053,11556
11,1,20,10,2.67,rustic,1,5,style,1,669,0.041152263,10725
17,1,33,17,4.64,larval,3,5,stage,1,671,0.116438356,16565
1,1,30,12,3.21,darn,1,5,sight,1,675,0.153846154,6712
22,1,29,10,2.71,local,568,6,access,1,675,0.000215689,10940
22,1,29,10,3.32,many,975,6,active,1,678,0.000111532,7290
21,1,18,14,3.93,chow,1,4,test,1,678,0.208955224,13701
2,1,50,13,4.41,glide,1,4,path,1,679,0.059090909,6251
22,1,29,10,2.29,people,679,7,achieve,1,680,8.05E-05,6768
2,1,50,10,2.7,less,479,6,afraid,1,683,0.000280332,5967
23,1,42,17,4.64,larval,3,5,stage,1,685,0.116438356,16565
18,1,25,17,4.64,larval,3,5,stage,1,686,0.116438356,16565
17,1,33,13,3.89,coiled,1,6,spring,1,686,0.067010309,5983
25,1,47,10,3.89,secret,69,7,address,1,687,0.001734605,7036
29,0,29,10,3.89,secret,69,7,address,1,690,0.001734605,7036
23,1,42,14,3.93,chow,1,4,test,1,691,0.208955224,13701
12,0,24,10,3.03,always,567,6,accept,1,691,0.000216319,9807
12,0,24,10,4.87,craggy,1,4,face,1,691,0.082644628,34978
28,1,30,10,3.03,always,567,6,accept,1,692,0.000216319,9807
18,1,25,10,2.35,markup,1,8,language,1,693,0.454545455,18778
11,1,20,10,2.31,enforced,11,7,absence,1,694,0.010090817,5780
19,1,46,10,3.07,time,569,6,across,1,695,6.45E-05,25203
28,1,30,10,2.7,less,479,6,afraid,1,696,0.000280332,5967
18,1,25,10,3.32,many,975,6,active,1,696,0.000111532,7290
2,1,50,10,3.32,many,975,6,active,1,697,0.000111532,7290
25,1,47,13,3.89,coiled,1,6,spring,1,697,0.067010309,5983
12,0,24,13,4.41,glide,1,4,path,1,697,0.059090909,6251
5,1,29,10,4.4,large,468,5,adult,1,698,0.000296112,5078
2,1,50,13,4.8,pelvic,4,5,floor,1,699,0.068421053,11556
25,1,47,13,4.8,pelvic,4,5,floor,1,699,0.068421053,11556
24,1,48,14,3.93,chow,1,4,test,1,699,0.208955224,13701
16,1,22,14,3.93,chow,1,4,test,1,700,0.208955224,13701
26,0,51,10,4.87,craggy,1,4,face,1,701,0.082644628,34978
23,1,42,10,3.89,secret,69,7,address,1,703,0.001734605,7036
16,1,22,12,4,hoax,2,4,call,1,703,0.075471698,19484
22,1,29,12,3.21,darn,1,5,sight,1,707,0.153846154,6712
11,1,20,11,2.39,puck,1,4,fair,1,707,0.183333333,9210
2,1,50,10,3.89,secret,69,7,address,1,708,0.001734605,7036
24,1,48,10,3.33,case,237,5,above,1,710,0.000231032,25748
28,1,30,10,3.33,case,237,5,above,1,712,0.000231032,25748
3,1,60,12,4,hoax,2,4,call,1,713,0.075471698,19484
9,1,46,12,4,hoax,2,4,call,1,713,0.075471698,19484
8,1,30,10,4.87,craggy,1,4,face,1,716,0.082644628,34978
17,1,33,10,4.4,large,468,5,adult,1,716,0.000296112,5078
3,1,60,11,2.57,give,248,7,advance,1,717,0.000243811,5040
9,1,46,11,2.57,give,248,7,advance,1,717,0.000243811,5040
10,1,21,10,2.71,local,568,6,access,1,718,0.000215689,10940
2,1,50,10,2.74,quickly,129,5,added,1,721,0.000807494,15375
18,1,25,12,3.21,darn,1,5,sight,1,721,0.153846154,6712
24,1,48,10,2.7,less,479,6,afraid,1,722,0.000280332,5967
17,1,33,11,2.57,give,248,7,advance,1,722,0.000243811,5040
3,1,60,10,4.4,large,468,5,adult,1,723,0.000296112,5078
2,1,50,10,2.35,markup,1,8,language,1,723,0.454545455,18778
22,1,29,10,3.07,time,569,6,across,1,723,6.45E-05,25203
9,1,46,10,4.4,large,468,5,adult,1,723,0.000296112,5078
24,1,48,13,3.89,coiled,1,6,spring,1,728,0.067010309,5983
2,1,50,10,4.4,large,468,5,adult,1,730,0.000296112,5078
23,1,42,10,2.22,before,517,6,actual,1,731,0.000113282,6851
18,1,25,10,3.03,always,567,6,accept,1,732,0.000216319,9807
21,1,18,10,4.4,large,468,5,adult,1,733,0.000296112,5078
8,1,30,10,2.73,want,139,6,advice,1,736,0.000173771,10437
19,1,46,10,2.7,less,479,6,afraid,1,736,0.000280332,5967
10,1,21,10,2.35,markup,1,8,language,1,737,0.454545455,18778
28,1,30,10,2.22,before,517,6,actual,1,738,0.000113282,6851
22,1,29,10,3.33,case,237,5,above,1,738,0.000231032,25748
2,1,50,13,3.89,coiled,1,6,spring,1,741,0.067010309,5983
3,1,60,17,4.64,larval,3,5,stage,1,743,0.116438356,16565
2,1,50,10,2.31,enforced,11,7,absence,1,743,0.010090817,5780
9,1,46,17,4.64,larval,3,5,stage,1,743,0.116438356,16565
3,1,60,10,3.32,many,975,6,active,1,744,0.000111532,7290
9,1,46,10,3.32,many,975,6,active,1,744,0.000111532,7290
27,1,46,10,3.03,always,567,6,accept,1,745,0.000216319,9807
24,1,48,10,3.03,always,567,6,accept,1,745,0.000216319,9807
6,1,30,13,4.41,glide,1,4,path,1,747,0.059090909,6251
20,1,23,10,4.87,craggy,1,4,face,1,747,0.082644628,34978
23,1,42,10,2.73,want,139,6,advice,1,748,0.000173771,10437
24,1,48,10,2.71,local,568,6,access,1,749,0.000215689,10940
21,1,18,13,4.41,glide,1,4,path,1,749,0.059090909,6251
3,1,60,10,2.67,rustic,1,5,style,1,750,0.041152263,10725
9,1,46,10,2.67,rustic,1,5,style,1,750,0.041152263,10725
17,1,33,13,4.41,glide,1,4,path,1,751,0.059090909,6251
12,0,24,10,3.32,many,975,6,active,1,751,0.000111532,7290
25,1,47,10,2.7,less,479,6,afraid,1,752,0.000280332,5967
3,1,60,12,3.21,darn,1,5,sight,1,753,0.153846154,6712
19,1,46,10,3.18,slush,1,4,fund,1,753,0.12195122,6407
10,1,21,10,4.4,large,468,5,adult,1,753,0.000296112,5078
9,1,46,12,3.21,darn,1,5,sight,1,753,0.153846154,6712
26,0,51,10,2.67,rustic,1,5,style,1,754,0.041152263,10725
10,1,21,10,3.89,secret,69,7,address,1,756,0.001734605,7036
3,1,60,10,2.7,less,479,6,afraid,1,757,0.000280332,5967
20,1,23,10,3.89,secret,69,7,address,1,757,0.001734605,7036
9,1,46,10,2.7,less,479,6,afraid,1,757,0.000280332,5967
6,1,30,12,3.21,darn,1,5,sight,1,759,0.153846154,6712
26,0,51,14,4.8,canned,3,4,food,1,760,0.065116279,18992
22,1,29,10,3.89,secret,69,7,address,1,762,0.001734605,7036
20,1,23,10,2.7,less,479,6,afraid,1,764,0.000280332,5967
14,0,22,13,3.89,coiled,1,6,spring,1,768,0.067010309,5983
8,1,30,10,2.29,people,679,7,achieve,1,770,8.05E-05,6768
12,0,24,10,2.71,local,568,6,access,1,770,0.000215689,10940
24,1,48,10,2.74,quickly,129,5,added,1,772,0.000807494,15375
22,1,29,11,2.39,puck,1,4,fair,1,774,0.183333333,9210
22,1,29,12,4,hoax,2,4,call,1,777,0.075471698,19484
8,1,30,11,2.57,give,248,7,advance,1,778,0.000243811,5040
2,1,50,10,3.33,case,237,5,above,1,781,0.000231032,25748
25,1,47,10,4.4,large,468,5,adult,1,781,0.000296112,5078
29,0,29,10,2.74,quickly,129,5,added,1,782,0.000807494,15375
24,1,48,10,2.86,hostile,19,6,action,1,783,0.006067961,22099
20,1,23,10,3.18,slush,1,4,fund,1,783,0.12195122,6407
2,1,50,10,3.08,interest,149,7,account,1,784,0.000362174,15891
3,1,60,10,2.29,people,679,7,achieve,1,785,8.05E-05,6768
2,1,50,10,3.03,always,567,6,accept,1,785,0.000216319,9807
9,1,46,10,2.29,people,679,7,achieve,1,785,8.05E-05,6768
16,1,22,10,2.74,quickly,129,5,added,1,788,0.000807494,15375
17,1,33,10,2.73,want,139,6,advice,1,795,0.000173771,10437
25,1,47,10,2.73,want,139,6,advice,1,796,0.000173771,10437
19,1,46,10,3.33,case,237,5,above,1,796,0.000231032,25748
19,1,46,13,3.89,coiled,1,6,spring,1,796,0.067010309,5983
6,1,30,10,4.4,large,468,5,adult,1,800,0.000296112,5078
26,0,51,10,3.33,case,237,5,above,1,800,0.000231032,25748
16,1,22,13,4.41,glide,1,4,path,1,805,0.059090909,6251
3,1,60,10,3.03,always,567,6,accept,1,806,0.000216319,9807
9,1,46,10,3.03,always,567,6,accept,1,806,0.000216319,9807
28,1,30,10,3.32,many,975,6,active,1,807,0.000111532,7290
3,1,60,10,3.08,interest,149,7,account,1,813,0.000362174,15891
24,1,48,10,3.08,interest,149,7,account,1,813,0.000362174,15891
9,1,46,10,3.08,interest,149,7,account,1,813,0.000362174,15891
28,1,30,10,2.31,enforced,11,7,absence,1,814,0.010090817,5780
20,1,23,10,2.71,local,568,6,access,1,814,0.000215689,10940
26,0,51,10,3.03,always,567,6,accept,1,817,0.000216319,9807
6,1,30,13,3.89,coiled,1,6,spring,1,818,0.067010309,5983
8,1,30,10,2.35,markup,1,8,language,1,819,0.454545455,18778
6,1,30,10,2.73,want,139,6,advice,1,824,0.000173771,10437
18,1,25,10,2.22,before,517,6,actual,1,828,0.000113282,6851
16,1,22,11,2.39,puck,1,4,fair,1,828,0.183333333,9210
22,1,29,10,3.18,slush,1,4,fund,1,832,0.12195122,6407
3,1,60,13,4.41,glide,1,4,path,1,833,0.059090909,6251
9,1,46,13,4.41,glide,1,4,path,1,833,0.059090909,6251
19,1,46,10,2.73,want,139,6,advice,1,835,0.000173771,10437
14,0,22,10,2.31,enforced,11,7,absence,1,837,0.010090817,5780
20,1,23,10,2.29,people,679,7,achieve,1,838,8.05E-05,6768
2,1,50,10,2.71,local,568,6,access,1,842,0.000215689,10940
23,1,42,10,2.74,quickly,129,5,added,1,842,0.000807494,15375
19,1,46,10,4.87,craggy,1,4,face,1,842,0.082644628,34978
26,0,51,13,3.89,coiled,1,6,spring,1,845,0.067010309,5983
19,1,46,11,2.39,puck,1,4,fair,1,845,0.183333333,9210
16,1,22,10,2.67,rustic,1,5,style,1,846,0.041152263,10725
29,0,29,13,4.41,glide,1,4,path,1,847,0.059090909,6251
26,0,51,13,4.8,pelvic,4,5,floor,1,849,0.068421053,11556
28,1,30,10,2.38,really,505,4,able,1,851,0.000207943,30410
19,1,46,14,4.8,canned,3,4,food,1,852,0.065116279,18992
24,1,48,10,2.38,really,505,4,able,1,853,0.000207943,30410
2,1,50,11,2.57,give,248,7,advance,1,855,0.000243811,5040
6,1,30,14,3.93,chow,1,4,test,1,856,0.208955224,13701
25,1,47,12,3.21,darn,1,5,sight,1,857,0.153846154,6712
19,1,46,10,2.71,local,568,6,access,1,858,0.000215689,10940
26,0,51,10,2.73,want,139,6,advice,1,862,0.000173771,10437
20,1,23,10,3.08,interest,149,7,account,1,862,0.000362174,15891
19,1,46,13,4.41,glide,1,4,path,1,863,0.059090909,6251
26,0,51,10,2.35,markup,1,8,language,1,864,0.454545455,18778
23,1,42,10,3.33,case,237,5,above,1,874,0.000231032,25748
21,1,18,10,2.29,people,679,7,achieve,1,874,8.05E-05,6768
16,1,22,10,3.18,slush,1,4,fund,1,875,0.12195122,6407
6,1,30,10,2.86,hostile,19,6,action,1,876,0.006067961,22099
29,0,29,14,3.93,chow,1,4,test,1,877,0.208955224,13701
22,1,29,10,2.67,rustic,1,5,style,1,878,0.041152263,10725
6,1,30,10,3.89,secret,69,7,address,1,881,0.001734605,7036
26,0,51,11,2.57,give,248,7,advance,1,882,0.000243811,5040
24,1,48,10,3.18,slush,1,4,fund,1,886,0.12195122,6407
16,1,22,12,3.21,darn,1,5,sight,1,886,0.153846154,6712
11,1,20,10,2.7,less,479,6,afraid,1,886,0.000280332,5967
12,0,24,10,2.31,enforced,11,7,absence,1,892,0.010090817,5780
19,1,46,17,4.64,larval,3,5,stage,1,894,0.116438356,16565
26,0,51,11,2.39,puck,1,4,fair,1,895,0.183333333,9210
26,0,51,10,2.71,local,568,6,access,1,896,0.000215689,10940
29,0,29,10,2.7,less,479,6,afraid,1,897,0.000280332,5967
12,0,24,13,3.89,coiled,1,6,spring,1,897,0.067010309,5983
16,1,22,13,4.8,pelvic,4,5,floor,1,898,0.068421053,11556
8,1,30,10,3.18,slush,1,4,fund,1,899,0.12195122,6407
19,1,46,10,3.89,secret,69,7,address,1,900,0.001734605,7036
10,1,21,10,3.32,many,975,6,active,1,907,0.000111532,7290
2,1,50,10,2.29,people,679,7,achieve,1,908,8.05E-05,6768
26,0,51,13,4.41,glide,1,4,path,1,919,0.059090909,6251
16,1,22,10,4.4,large,468,5,adult,1,919,0.000296112,5078
22,1,29,10,2.22,before,517,6,actual,1,920,0.000113282,6851
19,1,46,14,3.93,chow,1,4,test,1,931,0.208955224,13701
22,1,29,10,2.73,want,139,6,advice,1,939,0.000173771,10437
29,0,29,10,2.86,hostile,19,6,action,1,945,0.006067961,22099
2,1,50,10,2.86,hostile,19,6,action,1,946,0.006067961,22099
3,1,60,10,3.18,slush,1,4,fund,1,947,0.12195122,6407
9,1,46,10,3.18,slush,1,4,fund,1,947,0.12195122,6407
24,1,48,10,2.22,before,517,6,actual,1,952,0.000113282,6851
12,0,24,10,3.08,interest,149,7,account,1,955,0.000362174,15891
19,1,46,11,2.57,give,248,7,advance,1,962,0.000243811,5040
16,1,22,10,2.38,really,505,4,able,1,964,0.000207943,30410
19,1,46,10,2.31,enforced,11,7,absence,1,965,0.010090817,5780
26,0,51,10,3.08,interest,149,7,account,1,967,0.000362174,15891
16,1,22,10,3.08,interest,149,7,account,1,967,0.000362174,15891
16,1,22,10,3.33,case,237,5,above,1,972,0.000231032,25748
26,0,51,12,3.21,darn,1,5,sight,1,976,0.153846154,6712
26,0,51,10,3.32,many,975,6,active,1,979,0.000111532,7290
